,artist,name,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,duration_ms,time_signature,melodic_dubstep?
473,seven_lions,A Way To Say Goodbye - Puppet Remix,0.481,0.621,3,-5.979,1,0.037,0.0156,0.0,0.0857,0.0398,128.036,audio_features,spotify:track:7abe5b2qHGbLkqUth285kX,364413,4,True
474,seven_lions,The End - Birds Of Paradise Remix,0.648,0.785,7,-6.818,1,0.0671,0.00235,0.321,0.0915,0.431,125.003,audio_features,spotify:track:6ZTM8iaIoTBpqGuVPFT5Y3,468053,4,True
475,seven_lions,Lose Myself - Gazzo Remix,0.663,0.916,11,-2.636,0,0.331,0.0267,9.22e-05,0.198,0.543,127.001,audio_features,spotify:track:0LSlyiWpMGtEUnoxUP31rn,293600,4,True
476,seven_lions,December - Beatman & Ludmilla Remix,0.505,0.885,10,-4.689,0,0.0371,0.000369,0.276,0.147,0.14,134.995,audio_features,spotify:track:24ob6JXAjYDL4Xu41CZLFu,377160,4,True
477,seven_lions,A Way To Say Goodbye - Ricky Mears Remix,0.461,0.884,8,-4.201,1,0.0704,0.00276,5.59e-05,0.14,0.346,134.977,audio_features,spotify:track:7g7w1Xs3cZehtN1e0kUnSo,299867,4,True
478,seven_lions,Lose Myself - Paris Blohm Remix,0.573,0.757,2,-4.076,1,0.0456,0.0357,1.04e-05,0.175,0.166,127.035,audio_features,spotify:track:4WAoSh9ymGycHZfxJSWq6a,299080,4,True
479,seven_lions,A Way To Say Goodbye - Acoustic,0.52,0.734,3,-6.869,1,0.0444,0.0146,0.0,0.215,0.155,128.072,audio_features,spotify:track:3Klyjz0u1mHmE8n1x0PA6N,189973,4,True
480,seven_lions,Ones I Used To Love,0.344,0.74,2,-4.641,1,0.0453,0.000587,0.0,0.317,0.35,172.046,audio_features,spotify:track:1roWNMBhbOCqcZSFJ6Oky4,209302,4,True
481,seven_lions,Easy Lover (feat. Hilda),0.616,0.834,5,-6.398,0,0.0341,0.00805,0.00737,0.416,0.278,136.999,audio_features,spotify:track:36s5orLQjAigIsH5TrgH8x,157664,4,True
482,seven_lions,Not Even Love - Armin van Buuren Remix,0.565,0.976,6,-3.781,0,0.0595,0.00138,0.0178,0.205,0.0385,141.963,audio_features,spotify:track:6NhDKaW4gbPCrSUnUSw6nd,197747,4,True
483,seven_lions,Not Even Love,0.472,0.841,6,-4.236,0,0.052,0.0132,0.0,0.108,0.254,129.799,audio_features,spotify:track:65s9dLrylbHp60IYIcUZEz,245538,4,True
484,seven_lions,I Wanna Know,0.424,0.553,1,-5.128,1,0.0311,0.158,0.0,0.0986,0.0716,149.816,audio_features,spotify:track:68wPS5hePXFWtAb9jiGpLR,193600,4,True
485,seven_lions,Places I Belong,0.613,0.841,1,-5.178,1,0.052,0.0222,0.0,0.106,0.219,132.033,audio_features,spotify:track:3d7RiAd7X9QEOyJiZJatbv,226364,4,True
486,seven_lions,Satellite - Seven Lions Remix,0.527,0.883,9,-5.587,0,0.0608,0.155,0.0001,0.483,0.401,140.031,audio_features,spotify:track:18tc2oKVEyauXF1DRmskD9,312545,4,True
487,seven_lions,Darkness,0.474,0.767,0,-6.111,1,0.0327,0.0465,0.0,0.153,0.148,127.812,audio_features,spotify:track:0l71depQtJ6g2t1LikvlzG,200575,4,True
488,seven_lions,Moonlight,0.281,0.977,5,-0.773,0,0.0953,8.07e-05,0.669,0.336,0.225,150.048,audio_features,spotify:track:6sXg6Tv9mq5Qv0TWVdfcUE,217600,3,True
489,seven_lions,Over Now,0.315,0.682,7,-6.402,0,0.0434,0.038,0.0,0.457,0.12,128.031,audio_features,spotify:track:606Z051kpzw0rrcBCYCTtR,175636,4,True
490,seven_lions,Over Now - Extended Mix,0.671,0.54,5,-7.084,1,0.0612,0.00123,0.00126,0.538,0.181,127.969,audio_features,spotify:track:7DBTuShiU2cxLGIzf898qo,298125,4,True
491,seven_lions,Serpent of Old (feat. Nostalghia) - Caster Remix,0.545,0.86,8,-2.791,1,0.066,0.0104,0.63,0.125,0.0986,109.994,audio_features,spotify:track:3Ui6VEsshjD0AlaCUTV4hL,403659,4,True
492,seven_lions,The Blood (VIP),0.356,0.853,11,-4.231,0,0.0717,0.00464,0.376,0.132,0.118,149.993,audio_features,spotify:track:4QwU0k7uWf4yG104CAEsCv,276800,4,True
493,seven_lions,The Blood,0.504,0.767,11,-5.12,0,0.0942,0.0194,0.477,0.127,0.145,112.45,audio_features,spotify:track:0r6jGI9eAoUTSARgXPwdW7,272291,3,True
494,seven_lions,Reason For Fighting (feat. ERV ELLO),0.467,0.931,4,-3.318,0,0.14,0.00705,0.000365,0.348,0.253,140.008,audio_features,spotify:track:2L2rzhnx1Xr6LiGuaYMepY,238286,4,True
495,seven_lions,Reason For Fighting (feat. ERV ELLO) - Extended Mix,0.317,0.935,4,-3.739,0,0.114,0.00588,0.0299,0.189,0.187,140.015,audio_features,spotify:track:4bTdI4EYTHZbnjEbUW4Qbo,404571,4,True
496,seven_lions,Without You,0.564,0.887,9,-4.56,0,0.046,0.00443,0.00207,0.368,0.0658,127.952,audio_features,spotify:track:1gs7LWmkKWpJ8M6cnWkK5e,225000,4,True
497,seven_lions,Without You - Extended Mix,0.649,0.896,2,-4.648,1,0.0436,0.00136,0.018,0.202,0.0953,128.009,audio_features,spotify:track:4vzrP6yo6ivkpaW5lyzCG6,283594,4,True
498,seven_lions,How Ya Like Me Now,0.555,0.796,3,-4.919,0,0.207,0.0189,0.0282,0.07,0.341,128.302,audio_features,spotify:track:4D31u8TOD0EicOPEPN6ESf,160298,4,True
499,seven_lions,Don't Look Back,0.494,0.964,3,-2.346,1,0.0819,0.0354,0.0121,0.175,0.27,149.973,audio_features,spotify:track:29pWmc9DTwyur0P63zc9tS,238400,4,True
500,seven_lions,See You Again,0.248,0.588,8,-6.292,1,0.0459,0.0415,3.27e-05,0.123,0.0382,150.419,audio_features,spotify:track:4pXG8Q82L8WvypAm5Wo86y,263200,4,True
501,seven_lions,Orpheus,0.508,0.98,5,-5.419,0,0.0963,0.00192,0.57,0.327,0.0586,149.938,audio_features,spotify:track:06wjojuEtjvCbLJLQ4Lont,233600,4,True
502,seven_lions,Returning To You (feat. Alison May) - Kill The Noise Remix,0.318,0.909,3,-3.032,1,0.137,0.0792,0.0039,0.0618,0.295,144.408,audio_features,spotify:track:5E19QhVOEYGG54pNzed8Qu,257185,4,True
503,seven_lions,Returning To You (feat. Alison May) - Far Out Remix,0.404,0.761,3,-6.37,1,0.035,0.0903,4.45e-05,0.12,0.188,127.977,audio_features,spotify:track:60ef27xgMIInF8HxZMdozX,279395,4,True
504,seven_lions,Returning To You (feat. Alison May) - Sultan + Shepard Remix,0.552,0.872,8,-8.691,1,0.0355,0.0321,0.407,0.147,0.167,123.036,audio_features,spotify:track:3EXnULihRDU6TFDVs20LV7,286220,4,True
505,seven_lions,Returning To You (feat. Alison May) - Grandfather Machine Remix,0.354,0.34,3,-10.417,1,0.0301,0.285,0.592,0.111,0.0397,110.06,audio_features,spotify:track:42JTM5q24OH6iWwNkBDBo0,329782,4,True
506,seven_lions,Returning To You (feat. Alison May),0.439,0.761,3,-7.414,1,0.0399,0.488,0.0116,0.147,0.08,109.98,audio_features,spotify:track:6IzwNz9jjHpvEqWmyLYUXa,301091,4,True
507,seven_lions,Returning To You (feat. Alison May) - Sultan + Shepard Extended Mix,0.648,0.801,5,-9.168,0,0.0406,0.00882,0.794,0.0895,0.225,123.017,audio_features,spotify:track:4XUFCM39QSZYfsdky9xj6d,361220,4,True
508,seven_lions,Pantheon,0.554,0.961,7,-3.04,0,0.207,0.000808,0.0133,0.146,0.175,150.01,audio_features,spotify:track:6VHjUmQyWCh1WeFv69FzXS,301600,4,True
509,seven_lions,Black Rainbow,0.399,0.858,8,-5.606,1,0.0738,0.00172,0.609,0.552,0.338,143.004,audio_features,spotify:track:6jg11j7uT7Q6NQvkTbNHPT,359161,4,True
510,seven_lions,Shadows - Xavi Remix,0.265,0.544,2,-4.784,1,0.0481,0.177,0.00746,0.0594,0.194,140.067,audio_features,spotify:track:2D083kOi2rHtNvnxPjzz6V,279429,4,True
511,seven_lions,Shadows - Maor Levi Remix,0.54,0.912,10,-4.249,0,0.179,0.105,0.035,0.497,0.184,128.244,audio_features,spotify:track:0ywInm0GDnsZwqz8LbfgMB,212530,4,True
512,seven_lions,Shadows - REAPER Remix,0.553,0.938,8,-3.314,0,0.107,0.0313,0.0407,0.107,0.227,170.089,audio_features,spotify:track:3m82hol3gHlHtuG4Hhti52,194118,4,True
513,seven_lions,Shadows,0.332,0.681,1,-4.675,1,0.0389,0.0285,5.21e-05,0.123,0.077,141.857,audio_features,spotify:track:408n6XDh8vLFmVZ5zvzMwm,270423,4,True
514,seven_lions,Shadows - Maor Levi Extended Mix,0.648,0.919,10,-5.381,0,0.228,0.0614,0.325,0.109,0.3,128.094,audio_features,spotify:track:6tGV2R2guGAGZIpHmY6Blf,367473,4,True
515,seven_lions,Shadows - Acoustic,0.551,0.249,1,-8.136,1,0.0341,0.927,9.94e-05,0.0825,0.426,140.063,audio_features,spotify:track:2YnLwNtxe4Pno41MyjtOF5,246625,4,True
516,seven_lions,Wild And Broken (feat. RBBTS),0.357,0.806,7,-3.816,1,0.0396,0.0156,1.37e-06,0.189,0.222,149.923,audio_features,spotify:track:5NuTqBz0vd3z3eBDmTg6no,243200,4,True
517,seven_lions,Don't Wanna Fall - Xavi Remix,0.377,0.959,11,-2.901,0,0.141,0.0279,0.0124,0.53,0.216,163.037,audio_features,spotify:track:44aCOMZJXxgHXAv0RNdSOv,261643,4,True
518,seven_lions,Don't Wanna Fall,0.405,0.58,1,-6.166,1,0.0334,0.247,8.07e-06,0.083,0.174,149.847,audio_features,spotify:track:3SVZVenXJQuVNbFs8EatrC,231200,4,True
519,seven_lions,Worlds Apart (feat. Kerli) - Seven Lions 1999 Remix,0.494,0.851,8,-7.422,1,0.0505,0.00388,0.00126,0.17,0.162,137.936,audio_features,spotify:track:4HUHqDsRRBA8K9a9WjveE5,229570,4,True
520,seven_lions,Worlds Apart (feat. Kerli) - Seven Lions 1999 Extended Mix,0.547,0.842,8,-8.217,1,0.0381,0.000969,0.112,0.295,0.176,137.986,audio_features,spotify:track:6ISpHp2idRgk2JE5WwEvth,393043,4,True
521,seven_lions,Rush Over Me (feat. HALIENE) - Seven Lions 1999 Remix,0.512,0.965,9,-5.995,0,0.0795,0.044,0.123,0.339,0.116,138.009,audio_features,spotify:track:2pZL9DNKxnPwRk7hQPUvrL,222609,4,True
522,seven_lions,Days To Come (feat. Fiora) - Seven Lions 1999 Remix,0.579,0.686,8,-8.399,1,0.0344,0.0193,0.641,0.071,0.299,137.983,audio_features,spotify:track:3TTS5JfQcHL99MwQmDNSRw,325226,4,True
523,seven_lions,Higher Love (feat. Paul Meany) - Seven Lions & Jason Ross 1999 Remix,0.44,0.928,7,-7.281,1,0.0496,0.00335,0.0164,0.221,0.183,140.035,audio_features,spotify:track:2AKUxngad9x7k1KFKTsSZn,349714,4,True
524,seven_lions,Rush Over Me (feat. HALIENE) - Seven Lions 1999 Extended Mix,0.561,0.851,9,-6.869,0,0.099,0.00391,0.366,0.0341,0.233,138.003,audio_features,spotify:track:4RQ5tvrePVnyeYqvZbTlrD,318261,4,True
525,seven_lions,Foolish Of Me (feat. Jonathan Mendelsohn),0.379,0.689,11,-5.455,0,0.0745,0.146,0.0,0.326,0.347,179.99,audio_features,spotify:track:06jPOtcs4L8QpgJxixFiBT,186667,4,True
526,seven_lions,Half Of It,0.68,0.899,3,-4.217,0,0.148,0.00642,0.117,0.0921,0.38,139.984,audio_features,spotify:track:5qjj4GCSAEbnuqPGrWsNpT,288000,4,True
527,seven_lions,Need Your Love (feat. Noah Kahan) - Nurko Remix,0.37,0.725,0,-5.911,1,0.079,0.214,0.0,0.176,0.193,115.27,audio_features,spotify:track:6vbjSAAx54x9gt46Tte9No,250435,4,True
528,seven_lions,Need Your Love (feat. Noah Kahan) - Juelz Remix,0.479,0.878,8,-5.167,1,0.0899,0.063,1.11e-06,0.17,0.499,123.097,audio_features,spotify:track:3XJWCRqzHi23k0GnJA1Max,195122,4,True
529,seven_lions,Need Your Love (feat. Noah Kahan) - Crystal Skies Remix,0.595,0.814,0,-5.048,1,0.0674,0.147,0.0,0.199,0.238,128.033,audio_features,spotify:track:3urbCQl9iA1TdKHBdK7nYz,185625,4,True
530,seven_lions,Need Your Love (feat. Noah Kahan) - yetep Remix,0.561,0.776,0,-3.626,1,0.11,0.133,0.0,0.418,0.57,104.069,audio_features,spotify:track:7uzfSehPd1aK7h4rAXk5DN,210000,4,True
531,seven_lions,Remember,0.365,0.845,10,-7.204,0,0.12,0.0112,0.127,0.447,0.31,149.866,audio_features,spotify:track:3wHlymygKgxwfwKQ8LCaVr,313600,4,True
532,seven_lions,Only Now (feat. Tyler Graves),0.384,0.808,7,-5.225,1,0.0397,0.00558,8.51e-06,0.116,0.195,149.926,audio_features,spotify:track:6mE1m1NmzO7slSiN6vzovg,211200,4,True
533,seven_lions,Senseless (feat. Tyler Graves),0.826,0.486,11,-10.963,0,0.0681,0.0152,0.0928,0.122,0.512,126.021,audio_features,spotify:track:4antEhWfaS40HDDzDw0BFf,189529,4,True
534,seven_lions,Another Way (with April Bender),0.4,0.804,5,-5.299,1,0.0484,0.0465,1.21e-05,0.0896,0.222,149.882,audio_features,spotify:track:1raD5qClj2BnsSpoXpTosQ,264000,4,True
535,seven_lions,What’s Done Is Done,0.394,0.745,8,-6.149,1,0.0451,0.422,0.000872,0.098,0.193,170.017,audio_features,spotify:track:00EFWaqXnHZ5smJNsHtnGV,290824,4,True
536,seven_lions,Night Rider,0.614,0.948,6,-4.375,0,0.084,0.0042,0.511,0.28,0.215,106.488,audio_features,spotify:track:7HNwrtEdU98eLfeB7ei3mt,306734,3,True
537,seven_lions,Another Me (with Dylan Matthew) - Acoustic,0.433,0.278,5,-10.428,0,0.0331,0.868,0.0,0.086,0.506,128.358,audio_features,spotify:track:0wUGvXa0TRS0KGBbZrRSyT,196202,1,True
538,seven_lions,Known You Before (with Emilie Brandt),0.412,0.671,7,-6.545,0,0.0563,0.0137,3.35e-06,0.192,0.112,128.174,audio_features,spotify:track:46EA3tB2G4GrOMhDie094Q,219401,4,True
539,seven_lions,See The End - Last Heroes Remix,0.401,0.599,7,-6.39,1,0.0366,0.074,0.0,0.0824,0.0901,139.858,audio_features,spotify:track:7yhpjcryLj59QhXVMPCynt,222000,4,True
540,seven_lions,See The End - Avoure Remix,0.544,0.716,7,-8.774,1,0.0445,0.00586,0.00106,0.152,0.0352,121.97,audio_features,spotify:track:69dF75eiELXF26YT1bbT9A,225801,4,True
541,seven_lions,See The End - Avoure Extended Mix,0.636,0.638,4,-9.986,0,0.0407,0.0162,0.0347,0.104,0.306,121.985,audio_features,spotify:track:4zkonRyWs01lHfhgOcfkt8,319327,4,True
542,seven_lions,Old Gods,0.541,0.926,6,-5.08,0,0.0495,0.000308,0.662,0.0905,0.164,139.977,audio_features,spotify:track:2YTK3rjtuEtYhFh1uMcKvi,353143,4,True
543,seven_lions,See The End - Nora En Pure Remix,0.585,0.865,4,-5.477,0,0.0517,0.021,0.0,0.172,0.277,125.02,audio_features,spotify:track:6IMEaU2ZqaFP3DK4qr2Ial,220800,4,True
544,seven_lions,See The End - Nora En Pure Club Mix,0.713,0.873,2,-6.091,1,0.0409,0.000413,0.001,0.0568,0.249,124.993,audio_features,spotify:track:7LUFGaMZQC7rfJPqtOcZa9,417720,4,True
545,seven_lions,See The End - Nora En Pure Extended Mix,0.719,0.871,7,-6.051,1,0.0415,0.000893,0.00107,0.0435,0.274,125.004,audio_features,spotify:track:5Fwy2NWmrpqYty8JcVsziA,449400,4,True
546,seven_lions,See The End - Glacci Remix,0.536,0.985,6,-5.86,0,0.0684,0.00417,0.286,0.204,0.0663,147.097,audio_features,spotify:track:5qaisUt7BJtEbtae8OUgCB,176339,4,True
547,seven_lions,First Time (feat. Dylan Matthew) - NGHTMRE Remix,0.405,0.896,11,-5.122,1,0.0587,0.0609,0.0016,0.222,0.366,144.04,audio_features,spotify:track:1gOfRbBYNoStd0s7jmsz17,255000,4,True
548,seven_lions,Freesol (feat. Skyler Stonestreet) - Blastoyz & Ranji Remix,0.555,0.938,0,-4.018,0,0.0554,0.0267,0.251,0.0853,0.454,141.985,audio_features,spotify:track:5j22cJuJ3DfLZUJT6SqvKJ,256901,4,True
549,seven_lions,Freesol (feat. Skyler Stonestreet) - Blastoyz & Ranji Extended Mix,0.582,0.926,0,-4.432,0,0.0499,0.0345,0.37,0.095,0.367,142.013,audio_features,spotify:track:5jeUznG758yNI79ahOp0P2,378592,4,True
550,seven_lions,Another Me (with Dylan Matthew),0.453,0.894,0,-3.493,0,0.0544,0.0168,0.0,0.15,0.297,75.063,audio_features,spotify:track:6sLohu3lQbmMhYVnb6OTvw,208052,4,True
551,seven_lions,Break The Silence (feat. RBBTS),0.491,0.738,11,-7.312,1,0.0705,0.271,0.0022,0.109,0.172,99.988,audio_features,spotify:track:4uPu4oYIhprlijZEtSpYo7,292973,4,True
552,seven_lions,See The End - Extended Mix,0.571,0.707,7,-6.604,1,0.0518,0.00145,3.32e-05,0.0556,0.108,128.006,audio_features,spotify:track:6AW2EpGhPMRuvo397iyP2r,279093,4,True
553,seven_lions,Let Go (feat. Fiora) - Festival Mix,0.426,0.508,8,-7.49,1,0.0399,0.692,0.000117,0.133,0.0809,128.072,audio_features,spotify:track:7dVAsjR9Eeos01WoOAQ2UV,277394,4,True
554,seven_lions,Island (feat. Nevve) - Blastoyz Remix,0.595,0.961,5,-4.254,0,0.12,0.0291,0.402,0.11,0.495,143.015,audio_features,spotify:track:3BHFh0u646PpIuJfKX6mJC,352448,4,True
555,seven_lions,Island (feat. Nevve) - Dimibo Remix,0.428,0.937,1,-5.999,1,0.0488,0.012,0.55,0.36,0.291,175.044,audio_features,spotify:track:2mPBzAmVTVDqI3FhKYXxuL,233157,4,True
556,seven_lions,Island (feat. Nevve) - Au5 Remix,0.489,0.883,8,-4.596,1,0.076,0.0083,0.000119,0.339,0.226,143.133,audio_features,spotify:track:7JGgkwjsCxdlwBJNuqhVnp,308811,4,True
557,seven_lions,Island (feat. Nevve) - Sullivan King Remix,0.432,0.858,5,-3.926,0,0.069,0.0129,0.000324,0.244,0.287,150.245,audio_features,spotify:track:3LhxxFvjNSgKnqwuYv4J4e,275200,4,True
558,seven_lions,Island (feat. Nevve) - TYNAN Remix,0.618,0.897,8,-3.508,0,0.196,0.103,0.0487,0.125,0.349,129.054,audio_features,spotify:track:2wVmTnKhumkZeGg9neZzci,277209,4,True
559,seven_lions,Sojourn,0.487,0.917,10,-5.401,1,0.0938,0.00164,0.751,0.0916,0.121,150.038,audio_features,spotify:track:1CxvAJLpvVXPt9lABVCwDC,255922,4,True
560,seven_lions,First Time (feat. Dylan Matthew) - Acoustic,0.558,0.337,10,-8.414,1,0.0311,0.92,2.34e-06,0.159,0.397,143.784,audio_features,spotify:track:4s9Na0ywXodZXScgvXmJop,251933,4,True
561,seven_lions,After Dark (feat. Fiora) - Wooli & SampliFire Remix,0.218,0.831,4,-3.986,0,0.222,0.05,0.242,0.0972,0.0365,74.949,audio_features,spotify:track:321SQ2qJAoPDe8KYBtp96S,224000,4,True
562,seven_lions,Dreamin' (feat. Fiora) - Sunny Lax Remix,0.668,0.638,5,-5.228,0,0.0533,0.00137,0.0116,0.0648,0.126,130.015,audio_features,spotify:track:4tHGjgDOBAdDzheBeN4iGU,365671,4,True
563,seven_lions,Dreamin' (feat. Fiora) - Last Heroes Remix,0.369,0.643,8,-7.232,1,0.0413,0.0674,5.25e-05,0.381,0.118,144.942,audio_features,spotify:track:55MHZir3fjMaCEo72aeoqi,273103,4,True
564,seven_lions,Dreamin' (feat. Fiora) - Mazare Remix,0.382,0.837,8,-4.065,1,0.0695,0.141,3.97e-05,0.132,0.153,174.941,audio_features,spotify:track:74bu1ghYQHJnijokZIvKKu,261344,4,True
565,seven_lions,Let Go (feat. Fiora),0.374,0.576,1,-8.134,1,0.0326,0.779,0.812,0.112,0.0756,124.917,audio_features,spotify:track:4OwYQ9fb1YLyuMdsBpdWac,292013,4,True
566,seven_lions,Start Again (feat. Fiora),0.379,0.754,5,-5.433,1,0.0352,0.119,1.83e-05,0.222,0.0895,149.882,audio_features,spotify:track:41Umx93nsocrD8ckKBSuno,334707,4,True
567,seven_lions,After Dark (feat. Fiora),0.558,0.976,1,-3.906,0,0.125,0.00316,0.38,0.166,0.301,142.003,audio_features,spotify:track:569BGSWQapYD8Niuy67Cal,229859,4,True
568,seven_lions,Dreamin' (feat. Fiora),0.37,0.746,8,-5.199,1,0.0347,0.358,3.29e-05,0.12,0.199,150.082,audio_features,spotify:track:2VV0eDxSkOhjZFrGsgT0Ip,320166,4,True
569,seven_lions,Ocean (feat. Jonathan Mendelsohn) - Au5 Remix,0.524,0.674,0,-7.425,0,0.0556,0.0305,8.12e-05,0.166,0.153,109.945,audio_features,spotify:track:364YZAGf8jSVEzUJFIJwWv,288095,4,True
570,seven_lions,Ocean (feat. Jonathan Mendelsohn) - Grant Remix,0.623,0.825,5,-6.788,0,0.0607,0.3,0.00237,0.284,0.579,100.052,audio_features,spotify:track:1zNkxjpaTirmCLxVWt0Et6,210081,4,True
571,seven_lions,Calling You Home (feat. RUNN) - Crystal Skies Remix,0.474,0.86,8,-6.332,1,0.0965,0.02,0.00103,0.0898,0.21,149.943,audio_features,spotify:track:6t4w2YEUe77oA5O6eDw9kO,214400,4,True
572,seven_lions,Horizon,0.384,0.755,10,-5.381,0,0.101,0.019,0.000183,0.186,0.116,169.984,audio_features,spotify:track:2oRsK0Acrh7YRIKWSW2dEa,271059,4,True
573,seven_lions,Without You My Love - Myon Definitive Mix,0.518,0.669,2,-5.558,0,0.0771,0.00769,0.000145,0.536,0.121,127.971,audio_features,spotify:track:4TBx1FOfpieQU8cFAtDBtU,220254,4,True
574,seven_lions,Ocean (feat. Jonathan Mendelsohn),0.499,0.791,3,-3.735,1,0.0539,0.0685,1.89e-05,0.138,0.25,99.943,audio_features,spotify:track:5ZQMiwA8y8BEslhMmtLxLv,225675,4,True
575,seven_lions,The Sirens,0.581,0.825,6,-5.391,0,0.0401,0.0138,0.682,0.097,0.0357,108.777,audio_features,spotify:track:1pD6nIgDZuA9VpSOthVYwh,237901,3,True
576,seven_lions,Calling You Home (feat. RUNN) - Oliver Smith Remix,0.557,0.541,1,-6.355,1,0.0301,0.0989,4.09e-05,0.0871,0.183,127.977,audio_features,spotify:track:0VsiRWxY13JeoN6hMyxQyR,155625,4,True
577,seven_lions,Calling You Home (feat. RUNN) - Direct Remix,0.672,0.53,5,-10.013,0,0.0743,0.686,0.000231,0.108,0.178,145.036,audio_features,spotify:track:5o0mUMPILeWhkxJtUCwnoR,245512,4,True
578,seven_lions,Calling You Home (feat. RUNN) - Oliver Smith Extended Mix,0.68,0.687,1,-7.528,1,0.0326,0.0102,0.0479,0.0769,0.206,128.005,audio_features,spotify:track:495GBuLuFlWDeHG7LbSTsn,421580,4,True
579,seven_lions,Freesol - Dabin Remix,0.375,0.666,0,-5.33,0,0.0593,0.0171,0.0,0.364,0.244,170.056,audio_features,spotify:track:0fqexEdY3wxIzYNNGGmZAJ,242118,4,True
580,seven_lions,Without You My Love - Trivecta Remix,0.452,0.92,2,-2.874,0,0.0801,0.0268,0.000254,0.204,0.204,137.934,audio_features,spotify:track:3IpT72R1qFANrigOCU0Uc9,288696,4,True
581,seven_lions,Silent Skies - Xan Griffin Remix,0.52,0.523,1,-7.188,0,0.0978,0.145,0.000129,0.237,0.581,159.973,audio_features,spotify:track:62PT4ydgGlryv3SwdN1u67,271509,4,True
582,seven_lions,Cold Hearted,0.436,0.938,2,-3.534,1,0.0917,0.000521,0.00907,0.344,0.131,149.993,audio_features,spotify:track:1M4WM9HnZSTtjbdBMlOeJk,272951,4,True
583,seven_lions,Higher Love - Grum Remix,0.645,0.822,7,-8.139,1,0.0311,2.31e-05,0.153,0.178,0.16,125.969,audio_features,spotify:track:6Pyk6NOUhyjCnrc1wTfQbm,205320,4,True
584,seven_lions,Higher Love - Spencer Brown Remix,0.466,0.737,7,-9.98,1,0.0396,6.3e-05,0.0113,0.145,0.209,124.031,audio_features,spotify:track:1v4LxhKYxtNoVkkuZntrK1,259374,4,True
585,seven_lions,Higher Love - Grum Extended Mix,0.735,0.728,2,-8.723,1,0.0394,9e-06,0.642,0.314,0.201,125.996,audio_features,spotify:track:0PxWyh6n0MaAFqEeM80IrA,481859,4,True
586,seven_lions,Higher Love - Spencer Brown Extended Mix,0.518,0.64,2,-10.096,0,0.0354,0.000143,0.139,0.136,0.0941,124.013,audio_features,spotify:track:4gZqcUh9OWvjVMrObyxzYA,442906,4,True
587,seven_lions,Cold Skin - Koven Remix,0.529,0.877,7,-5.449,0,0.0507,0.00296,0.000192,0.0901,0.324,150.028,audio_features,spotify:track:5kIJd1F8hIHV4DIpLdkCBG,227200,4,True
588,seven_lions,Cold Skin - Stonebank Remix,0.416,0.842,10,-2.95,1,0.105,0.00148,7.5e-06,0.474,0.313,169.911,audio_features,spotify:track:2JJThD24ArLhwOSIenjPB4,265412,4,True
589,seven_lions,Cold Skin - V!RTU Remix,0.525,0.904,7,-3.408,0,0.0548,0.0303,0.00221,0.118,0.226,150.031,audio_features,spotify:track:5wWJvFcNO8KrTzoefDt3OY,240000,4,True
590,seven_lions,Cold Skin - Mr FijiWiji Remix,0.26,0.727,7,-7.685,0,0.227,0.0676,3.1e-06,0.862,0.322,160.223,audio_features,spotify:track:3sJxTeofsMZc8ZCxgtX9Xx,225361,4,True
591,seven_lions,Cold Skin - MitiS Remix,0.519,0.874,10,-4.219,1,0.0389,0.144,0.0016,0.0548,0.166,145.944,audio_features,spotify:track:22szgJ9WufVHgefSgOD6Dv,236712,4,True
592,seven_lions,Cold Skin - INTERCOM Remix,0.42,0.641,7,-5.11,0,0.0474,0.0194,0.00012,0.166,0.141,75.229,audio_features,spotify:track:0nFVzh0z6TfWSBH2z8jqgW,288024,4,True
593,seven_lions,Don’t Leave,0.525,0.738,11,-6.488,1,0.0367,0.00316,0.000766,0.303,0.318,131.979,audio_features,spotify:track:4VTX2s5N7KrQYL7iAHhdyt,362040,4,True
594,seven_lions,Higher Love - Extended Mix,0.581,0.808,2,-5.736,0,0.117,0.00504,0.000251,0.532,0.141,130.015,audio_features,spotify:track:15gYa2Z7qWBdss9NctDzBl,370213,4,True
595,seven_lions,Cold Skin,0.393,0.695,7,-6.887,0,0.0444,0.00446,0.00219,0.0986,0.061,143.913,audio_features,spotify:track:6o475bolVDoECc4O5rKrqE,211667,4,True
596,seven_lions,Creation - Soltan Remix,0.539,0.867,9,-3.881,0,0.165,0.000959,0.0017,0.329,0.33,160.064,audio_features,spotify:track:5iE6U0CHuxQZbsOQkZM0sU,268504,4,True
597,seven_lions,Coming Home - Kap Slap Remix,0.379,0.781,7,-3.044,1,0.0528,0.00324,4.81e-05,0.131,0.457,134.905,audio_features,spotify:track:1ghYF1Bl1HAneKlKjDqy7e,195763,4,True
598,seven_lions,Creation - Jason Ross Remix,0.723,0.82,2,-5.906,1,0.266,0.00402,0.00632,0.0971,0.249,128.035,audio_features,spotify:track:3JA2iX5scSBCmgmkjDG7Vn,379965,4,True
599,seven_lions,Coming Home - Suspect 44 Remix,0.383,0.841,7,-3.912,1,0.0781,0.00256,0.0,0.0865,0.158,140.081,audio_features,spotify:track:1qprj5ANMzIeo7aVBO75fX,198835,4,True
600,seven_lions,Creation - Beatman And Ludmilla Remix,0.469,0.859,9,-4.292,1,0.066,0.000305,0.0336,0.378,0.158,130.07,audio_features,spotify:track:3LjQSEoU0rJOYzMwTyk3CC,239953,4,True
